author,text,likes,TextBlob_Score,LLM_Sentiment,TextBlob_Label
@stefaniethoms3723,Einfach klasse 🎉🎉🎉🎉,36,0.7,POSITIV,POSITIV
@robertbrodacki7441,Vielen Dank Ben für dieses großartige Interview. Und besonders großen Dank an Herrn Höcke für seinen Einsatz für unser Land.,31,0.6,POSITIV,POSITIV
@stefaniethoms3723,Man lässt einander aussprechen und hört zu! Diese Werte sind so viel wert!,31,0.0,POSITIV,NEUTRAL
@Manu-u3t5p,"Interessant, wie man die Mühe von 10 Jahre andauernde Ausgrenzung des Hern Höcke durch die Mainstream Propaganda, einfach mit einem Video komplett aufheben kann. Kein Wunder, dass sich Frau Esken so aufregt. Und was planen jetzt die Macheliten als Antwort? Die Sozialen Medien und Youtube regulieren. Ein Schelm, wer böses dabei vermutet. Lang lebe die Meinungsfreiheit.",30,0.258,POSITIV,POSITIV
@Nordlicht-x5j,Klasse Interview! 🖤❤️💛,29,0.0,POSITIV,NEUTRAL
@maikvonthoringi482,Seid schlau & wählt endlich  blau! 🇩🇪💙👍,28,0.075,POSITIV,NEUTRAL
@hansjoachim8794,Super Interview. Danke für Deinen Mut!!!!,28,0.0,POSITIV,NEUTRAL
@lovinglifeagain4641,"Habe Migrationshintergrund und musste eine Träne verdrücken als Herr Höcke von Restdeutschland spricht, welches wir gerade verlieren. 
Danke Ben für deinen Mut,danke Herr Höcke für Rückgrat, für Kämpfergeist,  für Vaterlandsliebe...",27,-0.35,POSITIV,NEGATIV
@DietmarKuntz-bj8se,"Heute schon kommentiert, oder nachher oder heute Abend, oder morgen 😂 grüsse gehen raus an Saskia ❤😂🎉",27,0.0,NEUTRAL,NEUTRAL
@psyarkjell1344,"starkes Video, Sollte jeder gesehen haben und sich ein eigenes Bild zu machen",26,0.7,POSITIV,POSITIV
@feuermelodien,"die 4,36 Std. haben sich gelohnt",25,0.0,POSITIV,NEUTRAL
@basedcatholic1996,Höcke💙,24,0.0,POSITIV,NEUTRAL
@wer_weiß_es_wirklich,"Meinungsfreiheit beinhaltet eben, dass man selber denkt. 
Wenn man denken lässt, kommt meistens Mainstream raus.",24,0.0,POSITIV,NEUTRAL
@danielavonschon4704,Jeder ist ein Mensch,24,0.0,NEUTRAL,NEUTRAL
@DominicSchulze05,Wow danke für dieses heftig gute Interview 💪💪💪,23,1.0,POSITIV,POSITIV
@Blatnjak91,Was für ein Meisterwerk!,23,0.0,POSITIV,NEUTRAL
@friedrichbuchner5387,"Bestes Gespräch, denn es baut Vorurteile ab, zeigt klar auf, auf wen noch Verlass ist, welche Politik Deutschland guttun würde.
Man sollte das regelmäßig wiederholen, Björn Höcke hat noch so viel zu sagen, vieles wurde gar nicht angesprochen.
Die AfD ist die einzige Chance einen weiteren Niedergang unserer Heimat zu verhindern!",23,-0.05,POSITIV,NEUTRAL
@DietmarKuntz-bj8se,"Jetzt schon 5,6 Millionen Aufrufe. Das ist der absolute Wahnsinn. Vielen Dank ❤🎉",50,0.233,POSITIV,POSITIV
@gerrymuller4681,"Endlich wird der Mann mal zu Wort gelassen ohne als Schreckensgestalt gebrandmarkt zu werden!
Tolles Interview 👍👍👍",49,0.5,POSITIV,POSITIV
@henrietteschnabel6212,"Hallo Frau Esken 👋🏻Haben Sie genug Baldrian im Hause 🤔👍🏻
Danke an Ben und Herrn  Höcke, für dieses interessante Gespräch.",42,0.85,POSITIV,POSITIV
@joramneumark8557,"Egal, wie man zu Höcke steht: Dieses Interview ist grandios.",40,1.0,POSITIV,POSITIV
@jayhearil1040,"948.000 Abonnenten 🎉🎉🎉🎉🎉
Meeegaaaaa",40,0.0,NEUTRAL,NEUTRAL
@alfredlauenburger2562,Danke Esken für die Empfehlung,37,0.0,NEUTRAL,NEUTRAL
@frankkoriath2172,"Ich habe keine Angst vor Herr Höcke,aber vor den Altparteien 😅😊😊😊💙💙💙💙🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪",34,0.0,POSITIV,NEUTRAL
@gopnikbullkennel,Einfach gut.,32,1.0,POSITIV,POSITIV
@Mausi007,Für den Algorithmus 👍🏻,28,0.0,NEUTRAL,NEUTRAL
@Christian-yw9sj,Sehr gut gemacht.Und Herr Höcke hat meinen absoluten Respekt als Mensch.Weiter so.,27,1.0,POSITIV,POSITIV
@TheTrentblacknine,"Okay, ich habe fünf oder sechs Anläufe gebraucht um mir das komplett anzuhören, aber es hat sich absolut gelohnt.
Besten Dank.",26,0.35,POSITIV,POSITIV
@ingolamaack935,"Danke Ben, das war großes Kino! Ich habe meine Meinung über Herrn Höcke grundlegend geändert! Der will lediglich Deutschland wieder „normal“ gestalten ☝️👌👏👏👏",25,0.233,POSITIV,POSITIV
@mariannepohns5251,"Danke für dieses Interview. Und für die ruhige Unterhaltung, bei der der Gast ausreden darf. 
Das Gespräch war sehr interessant und entspannt. Habe dem gerne zugehört. ❤❤❤❤❤",24,0.31,POSITIV,POSITIV
@beateschleupner3858,"Herr Höcke, ich bewundere sie. Machen Sie weiter so.",24,0.0,POSITIV,NEUTRAL
@manamanamanamana1020,"Wahnsinn: Bereits 5,6 Mio Aufrufe!",22,0.0,NEUTRAL,NEUTRAL
@torstenbeyer5103,"Was ist das für eine Kunst, wenn man sich traut, sich mit den unterschiedlichsten Menschen zu unterhalten und sich dadurch deren Meinungen und Ansichten anzuhören. Das sollte doch jeder Moderator können ... 😉👍",20,0.5,POSITIV,POSITIV
@JSC_,Danke Saskia ❤❤❤,20,0.0,NEUTRAL,NEUTRAL
@SusanneMüller-s1o,"Aktuell in einer Einkaufsmeile in Bayern unterwegs. 80% dort sprechen arabisch & sehen auch so aus. Dann kommt Russisch und ein paar andere Sprachen. Deutsche hört & sieht man kaum.
Das hat mit Heimat nichts mehr zu tun 🤬🤬🤬",20,0.0,NEGATIV,NEUTRAL
@MrMatzkala,Warum ist der nicht mein Bundeskanzler ?!,19,0.0,NEUTRAL,NEUTRAL
@MartinBormann-j7v,"BRO,... ALTER.... 😘✌💯💙🇩🇪

5.6 MILLIONEN ....❗ SAUBER🤣
    ⚡⚡⚡⚡⚡
🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪",19,0.0,NEUTRAL,NEUTRAL
@paulzendo6079,"Danke Ben.
Toller Mann.
Tolles Gespräch.
Tolles Format.",19,0.75,POSITIV,POSITIV
@gerrymuller4681,"Der Faschismus kommt im Deckmantel des Demokratiebewahrers, gell Frau Esken ?
Endlich mal ein faires Gespräch mit Höcke!",18,0.5,POSITIV,POSITIV
@paybrodersen488,"Ein sehr angenehmes, unaufgeregtes Gespräch mit Ausreden lassen!",18,0.0,POSITIV,NEUTRAL
@SCHMUSIvomDORF,Höcke wäre niemals käuflich. Er handelt immer als Patriot und aus tiefster Überzeugung. Das unterscheidet ihn von den meisten anderen in der Politik,18,-0.333,POSITIV,NEGATIV
@danielakonstantin9056,Nur noch AfD 🇩🇪,18,0.0,POSITIV,NEUTRAL
@DietmarKuntz-bj8se,"Gute Nacht liebe 5,6 Millionen Zuhörer und ein Dankeschön an Ben und Björn. Excellent gemacht. ❤🎉",108,0.333,POSITIV,POSITIV
@143RO,Das Esken Werbung für Höcke macht find ich cool.,69,0.7,POSITIV,POSITIV
@carom6954,Danke für das Interview. Ganz viel Gänsehaut..über den Zustand  in unserem Land 😢,42,0.0,NEGATIV,NEUTRAL
@KevinDeBruyne77Flame,Die beste Folge von Ihnen bisher,41,0.0,POSITIV,NEUTRAL
@IngridEckert-mj2vc,Herr Höcke chapeau! Sie werden ein guter. Mnisterpräsident ! Davon bin ich überzeugt! Ja die haben Angst!,39,0.2,POSITIV,POSITIV
@vn7889,"Markus Lanz redet über Höcke, statt mit ihm. Ben macht es einfach anders herum. Direkt Revolution.",38,-0.1,POSITIV,NEUTRAL
@marmorstein3903,Bald 6 Millionen Zuschauer!,37,0.0,NEUTRAL,NEUTRAL
@thomas8938,Einfach super Danke Herr Höcke danke Ben .,36,0.7,POSITIV,POSITIV
@KevinDeBruyne77Flame,Bei der nächsten LTW in Thüringen ist die absolute Mehrheit sicher,35,0.7,POSITIV,POSITIV
@andrea-sandy,Eine ganz tolles Interview...... danke dafür,34,1.0,POSITIV,POSITIV
@Affengeist_1978,Herzlichen Dank für diesen Beitrag!,34,1.0,POSITIV,POSITIV
@kittrau6791,"Danke und Respekt für ein solch interessantes Gespräch! Ohne weichgespülte Worte ohne Schönrederei. 
Es hat viel Wirbel verursacht, aber eine kleine Revolution ab und zu - hat auch sein Gutes 👏🏻",32,0.333,POSITIV,POSITIV
@xvgbsdfvdgsdverd,Vielen vielen Dank !!!❤❤❤,30,0.0,NEUTRAL,NEUTRAL
@david.ebonoo,"Wow, bis zum ende kann ich als Grüner nur sagen, dass ich in diesem Gespräch Hr. Höcke zu 100% zustimmen muss",24,0.35,POSITIV,POSITIV
@ReneSteger-p3f,Er ist der beste und er hat recht,24,0.0,POSITIV,NEUTRAL
@k.n.9483,"Super Podcast, danke für deine tolle Arbeit 😊",24,1.0,POSITIV,POSITIV
@tanja1645,"Danke für diesen Einblick. Es hat sehr viel Spaß gemacht zuzuhören. Es war ruhig und es gab keine spritzen Bemerkungen, es war Respektvoll und Sachlich. Sowas wünsche ich mir für die Zukunft, so das unsere Gesellschaft wieder lernt, wie richtig Kommuniziert wird!!!!",22,0.38,POSITIV,POSITIV
@carom6954,Ein hochintelligenter Mensch. Wissen ist Macht.,22,0.0,NEUTRAL,NEUTRAL
@erha6424,"Saaaaaskia, der Ben macht einfach weiter 😅",21,0.7,NEUTRAL,POSITIV
@binnichtda,...dieses Interview ist als Pflichtenheft in den Schulen zum politischen Demokratie Verständnis zu zuweisen ...Danke,20,0.0,NEUTRAL,NEUTRAL
@heuteabonnent9302,"wow...5,6 Millionen Aurufe und mehr als 100.000 positive Kommentare! 🙌🏻
Bitte sei so gut und lade österr. FPÖ-Klubobmann Herbert Kickl ein...💙🙏🏻❤‍🩹",19,0.5,POSITIV,POSITIV
@2025-Peter,Sehr gut geführtes Interview mit Herrn Höcke. Jetzt hat man erstmal einen Eindruck von diesem Mann bekommen und ich bin positiv überrascht. Ich hoffe dass die AFD zeitnah in die Regierung kommt.,19,0.9,POSITIV,POSITIV
@radler3195,"Jemanden sich richtig äußern zu lassen, ohne Hetze, ist Demokratie. Vielen Dank dafür!",19,0.5,POSITIV,POSITIV
@aurostar-ch,Herren Höcke was für ein Ehrenmann ehrlich und nichts von rechts sondern besonnen und weitsichtig zudem interessant mit 5 Mio aufrufen bravo,18,1.0,POSITIV,POSITIV
@Maik1992Nds,Höcke ist mein Kanzler sonst niemand💙,18,0.0,POSITIV,NEUTRAL
@PaulBecker-i8s,5.6 Mio das sagt alles.,99,0.0,NEUTRAL,NEUTRAL
@Wall.e1980,"Lieber Ben, vielen Dank für diesen wundervollen Podcast. 
Ich habe die fast 4,5 Stunden aufgesogen wie ein Schwamm. Du bist ein grandioser Zuhörer und Fragesteller. Dein Gast konnte das tun, was er wahrscheinlich noch niemals durfte in den gewöhnlichen Talkrunden. Und zwar ausreden. Das Ganze ohne Stress, in Ruhe und ausführlich.
Wenn eine Frau Esken vor Wut Schaum vorm Mund hat, wenn der Staatsfunk des betreuten Denkens dich und deinen Gast verbal zerreißt und verflucht, wenn du ab jetzt geächtet und verteufelt wirst vom treuen Tagesschau-Opfer, dann weißt du, dass du alles richtig gemacht hast.
Danke für alles was du hiermit getan hast 🙏",50,0.188,POSITIV,POSITIV
@badewannenverleih9600,Vielen Dank für dieses super Interview.,49,0.0,POSITIV,NEUTRAL
@susanneendter3321,Sehr sehr sehr sehr fesselnde Folge 👌,43,0.0,POSITIV,NEUTRAL
@gerretwanderer673,"Danke für den Tipp, Frau Esken.",37,0.0,NEUTRAL,NEUTRAL
@KochKoch-r3p,Herr höcke ist wirklich sehr schlau und überhaupt kein rechtsextremist. Höchstens extrem für das Recht und Gerechtigkeit,32,0.833,POSITIV,POSITIV
@MrDadja,"Danke an Frau Esken, dass sie mir diesen Podcast empfohlen haben. Hätte ich sonst nicht gesehen.",30,0.5,NEUTRAL,POSITIV
@derclemens,"Die erste Sendung überhaupt von dieser Länge an einem Stück, welche ich gesehen habe. Aufmerksam geworden durch die Medien, suchte ich jedoch vergebens nach einem Skandal 🤔",27,0.5,NEUTRAL,POSITIV
@canam405,"Ich bin in Deutschland geboren, südkoreanischer Abstammung – und ich wähle AfD. Mein drittbester Freund kommt aus Syrien und hat sich hier perfekt integriert. Genauso wie viele Juden, Türken, Muslime und andere Menschen mit Migrationshintergrund, die die deutsche Staatsangehörigkeit haben und dieses Land lieben.
Wir sind keine Rechtsextremen. Wir gehören zu den 80 %, die einfach eine Partei wählen, die genau das ausspricht, was wir denken und fühlen – während normale Menschen als Querdenker und Schubladendenker abgestempelt werden, nur weil sie unbequeme Wahrheiten aussprechen.
Unsere Gedanken und Gefühle – die kann uns niemand verbieten. Und genau das ist die Kraft, die alles verändert. Die AfD spricht aus, was Millionen denken und fühlen aber nicht mehr sagen dürfen. Doch Gedanken sind mächtiger als jedes Verbot. Was ein ganzes Volk fühlt, manifestiert sich. Das ist kein Wunschdenken – das ist ein universelles Gesetz. Und dieser Wandel lässt sich nicht aufhalten.
Jahrzehntelang wurde Deutschland eine kollektive Schuld auferlegt. Wer die deutsche Flagge schwenkte, wurde schief angeschaut. Wer „Deutschland"" rief, musste sich erklären. Wer stolz auf sein Land war, wurde schnell in die Nazi-Ecke gestellt. Das hat eine ganze Generation dazu gebracht, das eigene Land nicht lieben zu dürfen. Und als wäre das nicht genug – sogar unsere eigene Regierung scheint dieses Land zu hassen und fährt es sehenden Auges vor die Wand. Sichtbar für jeden, der hinschaut. Diese Zeit ist vorbei. Wir sind keine Nazis – wir sind Menschen, die ihr Land lieben. Und das sagen wir jetzt laut.
Wie ersetzt man Altes durch Besseres? Indem man loslässt. Wie Shiva in der hinduistischen Tradition: Zerstörung ist kein Ende, sondern der Beginn von etwas Neuem. Was wir denken und fühlen, ziehen wir an. Gemeinsam manifestieren wir den Wandel.
2026 ist die Fußball-WM. Nutzen wir diesen Wendepunkt. Schwenke die Flagge. Trage den Aufkleber. Ruf Deutschland. Hör nicht mehr damit auf – als wäre jeden Tag WM.
Wir lieben unser Land – und wir lassen uns nicht länger den Mund verbieten. Wer glaubt, nur Rechtsextreme wählen die AfD, der irrt. Das hat jetzt aufzuhören.
Egal woher du stammst: Wenn du Deutschland liebst, gehörst du dazu. Stehe ab heute zu dieser Kultur. Wir haben das Recht, stolz auf unser Land zu sein – ohne uns dafür jemals wieder erklären zu müssen.
Phönix Deutschland – unsere Wiedergeburt. 🔥🇩🇪",27,0.042,POSITIV,NEUTRAL
@haraldploessl4620,AfD unsere einzige Alternative,26,0.0,POSITIV,NEUTRAL
@bane5847,Was für ein geniales Interview,26,0.0,POSITIV,NEUTRAL
@CarmenCoupe,"Sehr gutes Interview! Wie steht es eigentlich mit der Verantwortung der vielen Migranten für die eigene Heimat, aus der sie kommen? Gegen das, was in ihrer Heimat falsch läuft zu kämpfen? Sich dort einzubringen, die eigene Heimat aus der geflüchtet, zu verteidigen? … was wir sehen ist: die Mehrheit möchte das, wovor sie „geflohen“ sind, hier installieren!!!!",25,0.167,POSITIV,POSITIV
@OukavonBlacky,Sehr gutes Interview.,24,1.0,POSITIV,POSITIV
@CelineK97,Danke für dieses Gespräch,24,0.0,NEUTRAL,NEUTRAL
@creed-td5om,Danke Ben das du Herrn Höcke eingeladen hast 👍 ach und ein Gruß an die Esken.. weiter so mit der Werbung 😂 endlich mal ein ruhiges Gespräch ohne die linken Schreihälse,23,0.233,POSITIV,POSITIV
@ve.ra111,Wow danke ❤ dieser Mann ist einfach der Hammer. Tolles Interview zwischen zwei tollen Männern.,22,0.925,POSITIV,POSITIV
@Maik1992Nds,"AfD 💙💙💙💙Höcke ist der wahre Kanzler der
Herzen 💙💙💙💙💙",22,1.0,POSITIV,POSITIV
@michaelkleinbongartz1531,Vielen Dank für diesen Beitrag! Nie hatte ich die Gelegenheit Herrn Höcke mal zuhören zu können weil er stets vorgeführt werden sollte. Nun weiß ich warum er als Gefahr gesehen wird. Er ist eine Gefahr für die politische Kaste der Loser!,22,0.0,POSITIV,NEUTRAL
@RomanKanista-x6s,Bravo!!!Danke Björn,21,0.0,POSITIV,NEUTRAL
@MichaelRoder-n7g,"Sehr gutes Gespräch, danke dafür",21,0.0,POSITIV,NEUTRAL
@meinungsfreiheit2026,"Nochmal: Egal ob jemand ""Höcke"" oder ""Schmidt"" heißt, wer sich als Politiker/Partei für das Wohl seines Landes einsetzt, gehört weder ausgegrenzt, noch verfolgt!!!‼️",21,-0.5,POSITIV,NEGATIV
@frankrichter915,"Weshalb muss ich als autochthoner Bürger in meinem Land eine Zuwanderung z.T. illegal akzeptieren?
Ich stelle seit vielen Jahren eine negative Veränderung durch die Zuwanderung fest. 
Niemand hat mich jemals gefragt ob ich so eine Zuwanderung möchte, ich soll aber dafür zahlen.
Unsere Traditionen, Werte und Gebräuche werden mit Füßen getreten und einer Steinzeitreligion die Frauen als Menschen zweiter Klasse ansieht, wird der rote Teppich ausgerollt. Nein Danke.
Zudem gibt es kein Recht in großer Zahl in einem anderen Land sich aushalten zu lassen.",19,0.373,NEGATIV,POSITIV
@FunnB,Endlich geschaut. Und als Nichtwähler sage ich - großartig!,19,0.5,POSITIV,POSITIV
@Manfred-v4d,Weiter so. LG,19,0.0,NEUTRAL,NEUTRAL
@marceldehn3398,"Krass 5,7 Millionen Aufrufe! Der ÖRR hat offiziell fertig.",18,-0.15,POSITIV,NEGATIV
@Silberstreif-o6s5b,"5,7 Millionen Aufrufe - großartig!",88,1.0,POSITIV,POSITIV
@lothardietzel8182,"Ein sehr beeindruckendes und sachliches Gespräch, diese 4 Stunden und 36 Minuten haben unglaublich viel Einblick gegeben und ich wünsche mir eine schnellstmögliche Beendigung der Brandmauer um noch zu retten was zu retten geht. Grüße aus Leipzig von Lothar",66,0.25,POSITIV,POSITIV
@DietmarKuntz-bj8se,"5,7 Millionen Aufrufe sind erreicht. Ob es 6 Millionen werden. Grüsse gehen raus an ALLE Patrioten ❤😂🎉",66,0.0,POSITIV,NEUTRAL
@thomasbeuster6934,Danke!,47,0.0,NEUTRAL,NEUTRAL
@hellerklärtauf,"So eine hervorragende sachliche journalistische Arbeit wünsche ich mir auch von allen anderen Journalisten und Medien!
Danke Ben, ein wahrer Demokrat sind Sie!",46,1.0,POSITIV,POSITIV
@Deschel88,"Es ist immer so angenehm das anzuschauen, vor allem weil einfach den anderen ausreden lässt.",44,0.85,POSITIV,POSITIV
@nicolashorn8051,"Hey Ben , ich bin durch das Frei.Wild Konzert in Köln auf dich aufmerksam geworden und bin geflasht . Von deiner gelebten Offenheit und Interesse zu allen Seiten . 
Hoffe dass du weiter so erfolgreich damit bleibst und weiter wächst",43,0.617,POSITIV,POSITIV
@Sven-v7q,Gutes Interview 👍🏻,42,1.0,POSITIV,POSITIV
@AlwinAnders,"Das Leben der Anderen bei YouTube. Sehr empfehlenswert. Danke, Herr Höcke.",38,0.333,POSITIV,POSITIV
@raphaelaquarenti5006,Hammer Video! sehr berührend und einfach mal echt! Danke für das Video.  :D  Ich hoffe das sehen viele Menschen!,33,0.3,POSITIV,POSITIV
@matzek.9119,Ich suche noch immer die gesichert rechtsextremen Ansichten von Herrn Höcke? Ich konnte in diesem Interview nur grundvernünftige Punkte hören.,32,-0.5,POSITIV,NEGATIV
@t.h.w.4ever728,Danke!,31,0.0,NEUTRAL,NEUTRAL
@MuggelFuggel1708,"Ich schaue das Interview nun zum 3. mal an, lese die Kommentare und bin beeindruckt, wie schnell Reaktionen auf verschiedene Meinungen kommen aber alles in einem angemessenen Ton.

Beinahe als würde die Ruhe dieser Unterhaltung abfärben und tatsächlich Platz schaffen für einen Raum, in dem man sich unterhalten kann.

In punkto Internet- Geschichte ein Meilenstein der Gesprächsführung.",31,0.411,POSITIV,POSITIV
@grubchenmu9956,Schöne Eröffnungsrede von Ben,29,1.0,NEUTRAL,POSITIV
@parfumelise6217,Ich bin wieder hier und danke Herrn Höcke.,29,0.0,POSITIV,NEUTRAL
@trjzz9715,Unfassbar starkes Gespräch. Danke dafür <3,27,0.35,POSITIV,POSITIV
@jo-k4277,Danke,26,0.0,NEUTRAL,NEUTRAL
@paybrodersen488,"Vielen Dank für dieses angenehme Gespräch, wo ein Herr Höcke endlich mal ausreden durfte!",25,0.5,POSITIV,POSITIV
@SteveMillaa,"O ha, 6 Millionen zu knacken, das wär schon DEUTLICH MEHR als bemerkenswert. 
Nur noch AfD❗️
RESPEKT + RESIST + FREEDOM❤",23,0.25,POSITIV,POSITIV
@thomasscharer9312,"Vieles was Herr Höcke zum Thema Einbürgerung sagt, ist in der Schweiz so oder in ähnlicher Form seit Jahrzehnten ganz normale Praxis.",23,0.7,NEUTRAL,POSITIV
@synchron9019,"Als Lehrer an einer Brennpunktschule möchte ich generell einmal etwas sagen:
Mittlerweile bin ich es leid, dass Menschen mit Migrationshintergrund keinen Respekt haben. Unsere Schulsekretärin wurde bedroht.
Ständig gibt es Provokationen bei mir und anderen Lehrkräften im Unterricht.
Es gibt keine Sanktionen, bzw. sie sind in der Schulpolitik nicht erwünscht. Abschlüsse (Fachabi) werden an Leute verschenkt, die weder Deutsch noch Mathematik, noch sonst etwas können.
Und jetzt kommt der Hammer: Wir werden von den Schülern noch dafür verspottet, dass sie diese Abschlüsse bekommen, obwohl sie kaum den Unterricht besucht haben.
Ich bin es leid, dass die Probleme mit den Migranten so extrem geleugnet werden.
Erst heute Abend war ich mit meiner Frau spazieren und wir wurden von jugendlichen Migranten körperlich angegangen, die uns entgegenkamen.
Ich weiß nicht, wem es noch so geht, aber mir reicht es. Ich habe mich für Schüler eingesetzt, versucht, alle zu integrieren und ihnen etwas beizubringen. Aber es gibt in meinen Klassen keine Deutschen mehr, es gibt Sprachprobleme, immer mehr Schülerinnen tragen ein Kopftuch, Schüler tragen religiöse Bärte und unsere Kultur wird offen verachtet.
Mir reicht es!",22,0.072,NEGATIV,NEUTRAL
@oliverkraus1610,Ich würde mich auch nicht mit dem Gewehr an die Front stellen für diese Regierung da bin ich ganz ehrlich. Weder ich noch meine Kinder...,22,0.5,NEGATIV,POSITIV
@Watchmeplaylol,"Es ist so angenehm zuzuhören, wenn jemand wirklich reines Deutsch spricht ohne englische Wörter einzumischen. Hört auf, Denglisch zu sprechen !",21,0.5,NEUTRAL,POSITIV
@g.d.2222,💙💙💙,21,0.0,NEUTRAL,NEUTRAL
@politicallyincorrect9045,"Also wenn ich Höcke so reden höre, ist er wohl einer der wenigen Politiker, der sich noch selbst als Volksvertreter sieht.",21,0.0,POSITIV,NEUTRAL
@UrsulaPfeifferStrautman,This should go viral....,51,0.0,NEUTRAL,NEUTRAL
@karinlaner7883,"Danke , euch beiden , für dieses interessante & würdevolle Gespräch 🍀",47,1.0,POSITIV,POSITIV
@elisabethzerza9110,"Angeschaut,  weils die Medien so verschreien...super Gespräch 🎉",43,0.0,POSITIV,NEUTRAL
@KevinDeBruyne77Flame,Das beste Gespräch auf Ihrem Kanal bisher.,43,0.0,POSITIV,NEUTRAL
@heinzdobrzynski7316,Vielen Dank für diese sehr interessante Reportage siehst ehrlich und sehr ermutigend💙💙🙋‍♂️,37,0.667,POSITIV,POSITIV
@LeBio-i5n,"Sieben Worte, damit der Algorithmus auch was zu tun hat ;-)",37,0.0,NEUTRAL,NEUTRAL
@ewth48,"Dieser Mann ist gut – ich vertraue ihm, und ja, er bekäme meine Stimme was leider nicht möglich ist, da ich Schweizer bin. Lieber Herr Höcke, ich wünsche Ihnen Erfolg auch Erfolg für Ihre Partei.",33,1.0,POSITIV,POSITIV
@DavidSchmeier-m7b,Und als nächstes Alice... Das würde alles explodieren lassen ... Bitte bitte bitte ...,31,0.217,NEUTRAL,POSITIV
@GerhardSchlegel-o6h,"Wow, krass, fast 6 Millionen Klicks! Respekt!",30,0.35,NEUTRAL,POSITIV
@Djam-ct6qe,"Es sollte sich in der Medienlandschaft und auch in der Meinungsfreiheit so einiges ändern, danke für das Interview das wirklich transparent war.",29,1.0,POSITIV,POSITIV
@christinatso3783,Seine Ausführungen sind einfach vernünftig.,29,1.0,POSITIV,POSITIV
@GRC8010,Liebste Grûße aus 🇦🇹 endlich kann man ihnen Mal zu hören. Danke Ben👍🏻✌🏻❤️,28,0.0,POSITIV,NEUTRAL
@johannpeulen1925,Die rot-grüne-schwarze Politiker haben die Befindlichkeit der Bevölkerung nicht verstanden!,26,0.0,POSITIV,NEUTRAL
@KevinDeBruyne77Flame,"Schon über 5,73 Millionen Aufrufe",24,0.0,NEUTRAL,NEUTRAL
@xmatti1,Danke für ihren Mut und danke für dieses Gespräch‼️‼️,23,0.0,POSITIV,NEUTRAL
@RudolfPosselt,"ein faires Gespräch, endlich konnte ich Höckes Ansichten ausführlich hören.",23,0.0,POSITIV,NEUTRAL
@christinatso3783,"5,7 Mio. Aufrufe. Der Mann verdient gehört zu werden. Danke, Ben und alle Beteiligten",23,0.0,POSITIV,NEUTRAL
@Jerico-xp8pu,"Für mich als Libertären Christen ist Höcke so etwas wie der neue Messias.
Der Mann verteidigt unsere Freiheit jeden Tag.",23,0.5,POSITIV,POSITIV
@marieschneider3829,"Sehrsehr spannend! Ein äusserst interessanter , intelligenter Mensch. Danke , Ben!",22,0.567,POSITIV,POSITIV
@sabinenummer1,Wir leben schon längst in DDR 2.0 und nur die AfD und seine Wähler haben das erkannt,22,0.0,POSITIV,NEUTRAL
@christinatso3783,"Ich habe noch nie jemanden anders als mich und meine Familie gewählt, aber für Björn Höcke würde ich stimmen!",22,-1.0,POSITIV,NEGATIV
@karsai7173,Hocke nochmal einladen 😂,20,0.7,NEUTRAL,POSITIV
@tartezann545,"mittlerweile 5,7 mio aufrufe 307k upvotes, das sagt alles",20,0.0,POSITIV,NEUTRAL
@MT-pi5ew,"Vielleicht ist das ein Schritt in die richtige Richtung. 
Vielleicht wird sich tatsächlich etwas verändern.",20,0.5,POSITIV,POSITIV
@Mr.ink.089,"Super Mann ! Wie sie alles verdrehen und ihn als Monster hinstellen. Wenn die nächste Wahl nicht AfD ist wandere ich nach Zürich aus. Verstehe eh nicht warum 2/3 nicht die AFD wollen, denen geht’s noch so zu gut anscheinend…",20,0.075,POSITIV,NEUTRAL
@Müller33.3,"Bin besonders Frau Esken dankbar, für den wertvollen Hinweis diesen Podcast zu hören. Außer diesem hochwertigen Interview, in dem man den Höcke das erstemal unbeeinflusst hören kann, bin ich erstaunt was für guter Content hier sonst noch geboten wird👍🏼",72,1.0,POSITIV,POSITIV
@DietmarKuntz-bj8se,"Danke, danke, danke, danke ,danke, danke für diesen wunderbaren informativen Podcast. Grüße gehen raus an fast 5,8 Millionen Menschen ❤🎉",49,0.5,POSITIV,POSITIV
@akAmigo,"Gratulation zu diesem höchst interessanten und sehr guten Gespräch. Ich kann Herrn Höcke nun ganz anders (positiver!) und als sehr intelligenten und respektvollen Politiker einordnen. Lieber Ben,  toll, dass Sie Herrn Höcke diese Möglichkeit gegeben haben.",48,1.0,POSITIV,POSITIV
@Heidi-x3t,"Es wurde hier schon alles gesagt, ein hervorragendes Gespräch, DANkE dafür 🙏🏻",42,1.0,POSITIV,POSITIV
@GerdHanser,"Ich finde das absolut super , dass Du Björn Höcke eingeladen hast !!! Du bist einfach gradlinig und stehst zu Deiner Meinung !!! Du hast keine Vorurteile gegen Menschen von der AfD !!! Du hörst zu , ohne jemanden hirnlos abzulehnen !!! Großen Respekt für Dich !!! In der heutigen Zeit nicht einfach 💯👍😃",38,0.095,POSITIV,NEUTRAL
