Date,author,text,likes,TextBlob_Score,LLM_Polarity,LLM_Sentiment,TextBlob_Label
2026-05-21,@parfumelise6217,"Und wieder bin ich da, um Herrn Höckes Stimme zu hören. Es macht mir Hoffnung für unser Land.",24,0,0.8,POSITIV,NEUTRAL
2026-05-22,@syta657,"Genial! Alle Meinungen sollten gehört werden, kein betreuter Journalismus! Wir können uns selbst ein Bild machen.Wie die Schweizer Bürger.",83,0.333,0.8,POSITIV,POSITIV
2026-05-22,@shiningbright83,"Beide Herren sind mir sehr sympathisch. Ein super Gespräch. Ben, ich freue mich für dich und dein Team was ihr da auf die Beine gestellt habt.",69,0.333,0.9,POSITIV,POSITIV
2026-05-22,@landeimitbalkon,"Gestern Frau Amann gesehen,  aus  therapeutischen Gründen musste ich hier nochmal vorbeischauen.",64,0,0,NEUTRAL,NEUTRAL
2026-05-22,@mahue78,"Unfassbar gutes Gespräch. Ich habe einige Tage gebraucht, um es bis zum Ende zu hören. Respekt, wie ihr diese lange Zeit so frei sprechen konnter. Herr Höcke ist so ein Sympath und scheint sehr ruhig und kompetent. Für mich ust es unfassbar, wie manche Leute so einen starken Hass gegen ihn entwickeln können; wie Leute überhaupt so hassen können. Ich habe diesen Hass  auch in Corona Zeiten gesehen, gegen ganz normale Menschen, wie ich es bin. Nur weil ich es wage auf einen Montagsspaziergang zu gehen. (Auf uns wurden Lebensmittel und Gegenstände geworfen).",51,0.387,0.7,POSITIV,POSITIV
2026-05-22,@UliNuss,"danke Frau E. ohne ihre Hilfe hätte ich mich nicht vier einhalb Stunden vor den Computer gesetzt. Danke Ben für dein erstklassiges Format, auch die Führung des Gespräches war erstklassig und professionell. Danke Herr Höcke, jetzt weiß ich wenigstens im Detail warum sie mir immer sympatisch waren.",49,0.567,0.9,POSITIV,POSITIV
2026-05-22,@danielawildspirit,"Es ist schön an deutsche Kultur, Tradition und Rituale erinnert zu werden. In meiner Kindheit gab es das noch viel mehr als heute. Mir hat das damals tatsächlich viel Orientierung, Stabilität Verbindung und Wärme gegeben und ich finde es wichtig solche Dinge zu pflegen. 
Danke Ben, dass du ihm den Raum gegeben hast seine Ansichten auszuführen. So dass jeder selber entscheiden kann, wie er das findet und was das mit ihm macht. 
Klasse Typ, geiler Podcast 👍",45,0.244,0.9,POSITIV,POSITIV
2026-05-22,@UtaNiestroj,"Von Herzen vielen Dank für diese 4 1/2 Stunden Interview auf hohem Niveau. Kein Ins-Wort-Fallen, keine aggressive Hektik, kein Lauern auf verfängliche Antworten, auf die sich der Gastgeber stürzt wie ein Geier auf den Kadaver, um seinen Gast zu blamieren... Ich habe es wirklich genossen und finde Herrn Höcke immer noch nicht neonazistisch, sondern sehr realistisch in seiner Einschätzung der politischen Lage im Land. Er spricht mir aus dem Herzen. Ich wünsche ihm und seiner Familie alles erdenklich Gute.",44,0.1,0.9,POSITIV,NEUTRAL
2026-05-22,@Anastasiaxm,"Ich bin als Russlanddeutsche 1991 nach Deutschland gekommen. Benötigte kein Deutsch Sprachunterricht. Da bereits von kleinauf zuhause Deutsch gesprochen wurde. Mein Zuhause  ist Schwarzwald 🥰. Deutschland ist meine Heimat.
Bin ich jetzt irgendwie verkehrt? Habe ich falsche Denkweise?
Omi sagte stets immer :Liebe zur Heimat ist kein Verbrechen, es ist ein Gefühl der Liebe die man lebt ❤
Habe am Stück den Podcast durchlaufen lassen.
Ich muß sagen Herr Hocke ist ein außerordentlich intelligenter Mensch.
Bin politisch nicht so sehr interessiert.
Jedoch der Aufschrei war so groß das hat meine Neugier geweckt 🤔
Sehr interessant.
Danke für die angenehme Unterhaltung.",42,0.404,0.6,POSITIV,POSITIV
2026-05-22,@stefaniethoms3723,Einfach klasse 🎉🎉🎉🎉,36,0.7,1,POSITIV,POSITIV
2026-05-22,@robertbrodacki7441,Vielen Dank Ben für dieses großartige Interview. Und besonders großen Dank an Herrn Höcke für seinen Einsatz für unser Land.,31,0.6,1,POSITIV,POSITIV
2026-05-22,@stefaniethoms3723,Man lässt einander aussprechen und hört zu! Diese Werte sind so viel wert!,31,0,0.8,POSITIV,NEUTRAL
2026-05-22,@Manu-u3t5p,"Interessant, wie man die Mühe von 10 Jahre andauernde Ausgrenzung des Hern Höcke durch die Mainstream Propaganda, einfach mit einem Video komplett aufheben kann. Kein Wunder, dass sich Frau Esken so aufregt. Und was planen jetzt die Macheliten als Antwort? Die Sozialen Medien und Youtube regulieren. Ein Schelm, wer böses dabei vermutet. Lang lebe die Meinungsfreiheit.",30,0.258,0.6,POSITIV,POSITIV
2026-05-22,@Nordlicht-x5j,Klasse Interview! 🖤❤️💛,29,0,0.8,POSITIV,NEUTRAL
2026-05-22,@maikvonthoringi482,Seid schlau & wählt endlich  blau! 🇩🇪💙👍,28,0.075,0.8,POSITIV,NEUTRAL
2026-05-22,@hansjoachim8794,Super Interview. Danke für Deinen Mut!!!!,28,0,0.9,POSITIV,NEUTRAL
2026-05-22,@lovinglifeagain4641,"Habe Migrationshintergrund und musste eine Träne verdrücken als Herr Höcke von Restdeutschland spricht, welches wir gerade verlieren. 
Danke Ben für deinen Mut,danke Herr Höcke für Rückgrat, für Kämpfergeist,  für Vaterlandsliebe...",27,-0.35,0.9,POSITIV,NEGATIV
2026-05-22,@DietmarKuntz-bj8se,"Heute schon kommentiert, oder nachher oder heute Abend, oder morgen 😂 grüsse gehen raus an Saskia ❤😂🎉",27,0,0,NEUTRAL,NEUTRAL
2026-05-22,@psyarkjell1344,"starkes Video, Sollte jeder gesehen haben und sich ein eigenes Bild zu machen",26,0.7,0.8,POSITIV,POSITIV
2026-05-22,@feuermelodien,"die 4,36 Std. haben sich gelohnt",25,0,0.8,POSITIV,NEUTRAL
2026-05-22,@basedcatholic1996,Höcke💙,24,0,0.8,POSITIV,NEUTRAL
2026-05-22,@wer_weiß_es_wirklich,"Meinungsfreiheit beinhaltet eben, dass man selber denkt. 
Wenn man denken lässt, kommt meistens Mainstream raus.",24,0,0,NEUTRAL,NEUTRAL
2026-05-22,@danielavonschon4704,Jeder ist ein Mensch,24,0,0,NEUTRAL,NEUTRAL
2026-05-22,@DominicSchulze05,Wow danke für dieses heftig gute Interview 💪💪💪,23,1,0.9,POSITIV,POSITIV
2026-05-22,@Blatnjak91,Was für ein Meisterwerk!,23,0,0.8,POSITIV,NEUTRAL
2026-05-22,@friedrichbuchner5387,"Bestes Gespräch, denn es baut Vorurteile ab, zeigt klar auf, auf wen noch Verlass ist, welche Politik Deutschland guttun würde.
Man sollte das regelmäßig wiederholen, Björn Höcke hat noch so viel zu sagen, vieles wurde gar nicht angesprochen.
Die AfD ist die einzige Chance einen weiteren Niedergang unserer Heimat zu verhindern!",23,-0.05,0.9,POSITIV,NEUTRAL
2026-05-23,@DietmarKuntz-bj8se,"Jetzt schon 5,6 Millionen Aufrufe. Das ist der absolute Wahnsinn. Vielen Dank ❤🎉",50,0.233,0.8,POSITIV,POSITIV
2026-05-23,@gerrymuller4681,"Endlich wird der Mann mal zu Wort gelassen ohne als Schreckensgestalt gebrandmarkt zu werden!
Tolles Interview 👍👍👍",49,0.5,0.8,POSITIV,POSITIV
2026-05-23,@henrietteschnabel6212,"Hallo Frau Esken 👋🏻Haben Sie genug Baldrian im Hause 🤔👍🏻
Danke an Ben und Herrn  Höcke, für dieses interessante Gespräch.",42,0.85,0.6,POSITIV,POSITIV
2026-05-23,@joramneumark8557,"Egal, wie man zu Höcke steht: Dieses Interview ist grandios.",40,1,0.8,POSITIV,POSITIV
2026-05-23,@jayhearil1040,"948.000 Abonnenten 🎉🎉🎉🎉🎉
Meeegaaaaa",40,0,0,NEUTRAL,NEUTRAL
2026-05-23,@alfredlauenburger2562,Danke Esken für die Empfehlung,37,0,0,NEUTRAL,NEUTRAL
2026-05-23,@frankkoriath2172,"Ich habe keine Angst vor Herr Höcke,aber vor den Altparteien 😅😊😊😊💙💙💙💙🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪",34,0,0.6,POSITIV,NEUTRAL
2026-05-23,@gopnikbullkennel,Einfach gut.,32,1,0.8,POSITIV,POSITIV
2026-05-23,@Mausi007,Für den Algorithmus 👍🏻,28,0,0,NEUTRAL,NEUTRAL
2026-05-23,@Christian-yw9sj,Sehr gut gemacht.Und Herr Höcke hat meinen absoluten Respekt als Mensch.Weiter so.,27,1,1,POSITIV,POSITIV
2026-05-23,@TheTrentblacknine,"Okay, ich habe fünf oder sechs Anläufe gebraucht um mir das komplett anzuhören, aber es hat sich absolut gelohnt.
Besten Dank.",26,0.35,0.8,POSITIV,POSITIV
2026-05-23,@ingolamaack935,"Danke Ben, das war großes Kino! Ich habe meine Meinung über Herrn Höcke grundlegend geändert! Der will lediglich Deutschland wieder „normal“ gestalten ☝️👌👏👏👏",25,0.233,0.9,POSITIV,POSITIV
2026-05-23,@mariannepohns5251,"Danke für dieses Interview. Und für die ruhige Unterhaltung, bei der der Gast ausreden darf. 
Das Gespräch war sehr interessant und entspannt. Habe dem gerne zugehört. ❤❤❤❤❤",24,0.31,0.9,POSITIV,POSITIV
2026-05-23,@beateschleupner3858,"Herr Höcke, ich bewundere sie. Machen Sie weiter so.",24,0,1,POSITIV,NEUTRAL
2026-05-23,@manamanamanamana1020,"Wahnsinn: Bereits 5,6 Mio Aufrufe!",22,0,0,NEUTRAL,NEUTRAL
2026-05-23,@torstenbeyer5103,"Was ist das für eine Kunst, wenn man sich traut, sich mit den unterschiedlichsten Menschen zu unterhalten und sich dadurch deren Meinungen und Ansichten anzuhören. Das sollte doch jeder Moderator können ... 😉👍",20,0.5,0.8,POSITIV,POSITIV
2026-05-23,@JSC_,Danke Saskia ❤❤❤,20,0,0,NEUTRAL,NEUTRAL
2026-05-23,@SusanneMüller-s1o,"Aktuell in einer Einkaufsmeile in Bayern unterwegs. 80% dort sprechen arabisch & sehen auch so aus. Dann kommt Russisch und ein paar andere Sprachen. Deutsche hört & sieht man kaum.
Das hat mit Heimat nichts mehr zu tun 🤬🤬🤬",20,0,-0.8,NEGATIV,NEUTRAL
2026-05-23,@MrMatzkala,Warum ist der nicht mein Bundeskanzler ?!,19,0,0,NEUTRAL,NEUTRAL
2026-05-23,@MartinBormann-j7v,"BRO,... ALTER.... 😘✌💯💙🇩🇪

5.6 MILLIONEN ....❗ SAUBER🤣
    ⚡⚡⚡⚡⚡
🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪",19,0,0,NEUTRAL,NEUTRAL
2026-05-23,@paulzendo6079,"Danke Ben.
Toller Mann.
Tolles Gespräch.
Tolles Format.",19,0.75,1,POSITIV,POSITIV
2026-05-23,@gerrymuller4681,"Der Faschismus kommt im Deckmantel des Demokratiebewahrers, gell Frau Esken ?
Endlich mal ein faires Gespräch mit Höcke!",18,0.5,0.5,POSITIV,POSITIV
2026-05-23,@paybrodersen488,"Ein sehr angenehmes, unaufgeregtes Gespräch mit Ausreden lassen!",18,0,0.8,POSITIV,NEUTRAL
2026-05-23,@SCHMUSIvomDORF,Höcke wäre niemals käuflich. Er handelt immer als Patriot und aus tiefster Überzeugung. Das unterscheidet ihn von den meisten anderen in der Politik,18,-0.333,0.8,POSITIV,NEGATIV
2026-05-23,@danielakonstantin9056,Nur noch AfD 🇩🇪,18,0,0,NEUTRAL,NEUTRAL
2026-05-24,@DietmarKuntz-bj8se,"Gute Nacht liebe 5,6 Millionen Zuhörer und ein Dankeschön an Ben und Björn. Excellent gemacht. ❤🎉",108,0.333,0.9,POSITIV,POSITIV
2026-05-24,@143RO,Das Esken Werbung für Höcke macht find ich cool.,69,0.7,0.6,POSITIV,POSITIV
2026-05-24,@carom6954,Danke für das Interview. Ganz viel Gänsehaut..über den Zustand  in unserem Land 😢,42,0,0,NEUTRAL,NEUTRAL
2026-05-24,@KevinDeBruyne77Flame,Die beste Folge von Ihnen bisher,41,0,0.8,POSITIV,NEUTRAL
2026-05-24,@IngridEckert-mj2vc,Herr Höcke chapeau! Sie werden ein guter. Mnisterpräsident ! Davon bin ich überzeugt! Ja die haben Angst!,39,0.2,0.8,POSITIV,POSITIV
2026-05-24,@vn7889,"Markus Lanz redet über Höcke, statt mit ihm. Ben macht es einfach anders herum. Direkt Revolution.",38,-0.1,0.8,POSITIV,NEUTRAL
2026-05-24,@marmorstein3903,Bald 6 Millionen Zuschauer!,37,0,0,NEUTRAL,NEUTRAL
2026-05-24,@thomas8938,Einfach super Danke Herr Höcke danke Ben .,36,0.7,1,POSITIV,POSITIV
2026-05-24,@KevinDeBruyne77Flame,Bei der nächsten LTW in Thüringen ist die absolute Mehrheit sicher,35,0.7,0,NEUTRAL,POSITIV
2026-05-24,@andrea-sandy,Eine ganz tolles Interview...... danke dafür,34,1,0.8,POSITIV,POSITIV
2026-05-24,@Affengeist_1978,Herzlichen Dank für diesen Beitrag!,34,1,0.8,POSITIV,POSITIV
2026-05-24,@kittrau6791,"Danke und Respekt für ein solch interessantes Gespräch! Ohne weichgespülte Worte ohne Schönrederei. 
Es hat viel Wirbel verursacht, aber eine kleine Revolution ab und zu - hat auch sein Gutes 👏🏻",32,0.333,0.8,POSITIV,POSITIV
2026-05-24,@xvgbsdfvdgsdverd,Vielen vielen Dank !!!❤❤❤,30,0,0.8,POSITIV,NEUTRAL
2026-05-24,@david.ebonoo,"Wow, bis zum ende kann ich als Grüner nur sagen, dass ich in diesem Gespräch Hr. Höcke zu 100% zustimmen muss",24,0.35,1,POSITIV,POSITIV
2026-05-24,@ReneSteger-p3f,Er ist der beste und er hat recht,24,0,1,POSITIV,NEUTRAL
2026-05-24,@k.n.9483,"Super Podcast, danke für deine tolle Arbeit 😊",24,1,0.8,POSITIV,POSITIV
2026-05-24,@tanja1645,"Danke für diesen Einblick. Es hat sehr viel Spaß gemacht zuzuhören. Es war ruhig und es gab keine spritzen Bemerkungen, es war Respektvoll und Sachlich. Sowas wünsche ich mir für die Zukunft, so das unsere Gesellschaft wieder lernt, wie richtig Kommuniziert wird!!!!",22,0.38,0.8,POSITIV,POSITIV
2026-05-24,@carom6954,Ein hochintelligenter Mensch. Wissen ist Macht.,22,0,0,NEUTRAL,NEUTRAL
2026-05-24,@erha6424,"Saaaaaskia, der Ben macht einfach weiter 😅",21,0.7,0,NEUTRAL,POSITIV
2026-05-24,@binnichtda,...dieses Interview ist als Pflichtenheft in den Schulen zum politischen Demokratie Verständnis zu zuweisen ...Danke,20,0,0,NEUTRAL,NEUTRAL
2026-05-24,@heuteabonnent9302,"wow...5,6 Millionen Aurufe und mehr als 100.000 positive Kommentare! 🙌🏻
Bitte sei so gut und lade österr. FPÖ-Klubobmann Herbert Kickl ein...💙🙏🏻❤‍🩹",19,0.5,0.8,POSITIV,POSITIV
2026-05-24,@2025-Peter,Sehr gut geführtes Interview mit Herrn Höcke. Jetzt hat man erstmal einen Eindruck von diesem Mann bekommen und ich bin positiv überrascht. Ich hoffe dass die AFD zeitnah in die Regierung kommt.,19,0.9,0.8,POSITIV,POSITIV
2026-05-24,@radler3195,"Jemanden sich richtig äußern zu lassen, ohne Hetze, ist Demokratie. Vielen Dank dafür!",19,0.5,0.8,POSITIV,POSITIV
2026-05-24,@aurostar-ch,Herren Höcke was für ein Ehrenmann ehrlich und nichts von rechts sondern besonnen und weitsichtig zudem interessant mit 5 Mio aufrufen bravo,18,1,0.8,POSITIV,POSITIV
2026-05-24,@Maik1992Nds,Höcke ist mein Kanzler sonst niemand💙,18,0,0.8,POSITIV,NEUTRAL
2026-05-25,@PaulBecker-i8s,5.6 Mio das sagt alles.,99,0,0,NEUTRAL,NEUTRAL
2026-05-25,@Wall.e1980,"Lieber Ben, vielen Dank für diesen wundervollen Podcast. 
Ich habe die fast 4,5 Stunden aufgesogen wie ein Schwamm. Du bist ein grandioser Zuhörer und Fragesteller. Dein Gast konnte das tun, was er wahrscheinlich noch niemals durfte in den gewöhnlichen Talkrunden. Und zwar ausreden. Das Ganze ohne Stress, in Ruhe und ausführlich.
Wenn eine Frau Esken vor Wut Schaum vorm Mund hat, wenn der Staatsfunk des betreuten Denkens dich und deinen Gast verbal zerreißt und verflucht, wenn du ab jetzt geächtet und verteufelt wirst vom treuen Tagesschau-Opfer, dann weißt du, dass du alles richtig gemacht hast.
Danke für alles was du hiermit getan hast 🙏",50,0.188,0.9,POSITIV,POSITIV
2026-05-25,@badewannenverleih9600,Vielen Dank für dieses super Interview.,49,0,0.8,POSITIV,NEUTRAL
2026-05-25,@susanneendter3321,Sehr sehr sehr sehr fesselnde Folge 👌,43,0,0.8,POSITIV,NEUTRAL
2026-05-25,@gerretwanderer673,"Danke für den Tipp, Frau Esken.",37,0,0,NEUTRAL,NEUTRAL
2026-05-25,@KochKoch-r3p,Herr höcke ist wirklich sehr schlau und überhaupt kein rechtsextremist. Höchstens extrem für das Recht und Gerechtigkeit,32,0.833,0.8,POSITIV,POSITIV
2026-05-25,@MrDadja,"Danke an Frau Esken, dass sie mir diesen Podcast empfohlen haben. Hätte ich sonst nicht gesehen.",30,0.5,0,NEUTRAL,POSITIV
2026-05-25,@derclemens,"Die erste Sendung überhaupt von dieser Länge an einem Stück, welche ich gesehen habe. Aufmerksam geworden durch die Medien, suchte ich jedoch vergebens nach einem Skandal 🤔",27,0.5,0,NEUTRAL,POSITIV
2026-05-25,@canam405,"Ich bin in Deutschland geboren, südkoreanischer Abstammung – und ich wähle AfD. Mein drittbester Freund kommt aus Syrien und hat sich hier perfekt integriert. Genauso wie viele Juden, Türken, Muslime und andere Menschen mit Migrationshintergrund, die die deutsche Staatsangehörigkeit haben und dieses Land lieben.
Wir sind keine Rechtsextremen. Wir gehören zu den 80 %, die einfach eine Partei wählen, die genau das ausspricht, was wir denken und fühlen – während normale Menschen als Querdenker und Schubladendenker abgestempelt werden, nur weil sie unbequeme Wahrheiten aussprechen.
Unsere Gedanken und Gefühle – die kann uns niemand verbieten. Und genau das ist die Kraft, die alles verändert. Die AfD spricht aus, was Millionen denken und fühlen aber nicht mehr sagen dürfen. Doch Gedanken sind mächtiger als jedes Verbot. Was ein ganzes Volk fühlt, manifestiert sich. Das ist kein Wunschdenken – das ist ein universelles Gesetz. Und dieser Wandel lässt sich nicht aufhalten.
Jahrzehntelang wurde Deutschland eine kollektive Schuld auferlegt. Wer die deutsche Flagge schwenkte, wurde schief angeschaut. Wer „Deutschland"" rief, musste sich erklären. Wer stolz auf sein Land war, wurde schnell in die Nazi-Ecke gestellt. Das hat eine ganze Generation dazu gebracht, das eigene Land nicht lieben zu dürfen. Und als wäre das nicht genug – sogar unsere eigene Regierung scheint dieses Land zu hassen und fährt es sehenden Auges vor die Wand. Sichtbar für jeden, der hinschaut. Diese Zeit ist vorbei. Wir sind keine Nazis – wir sind Menschen, die ihr Land lieben. Und das sagen wir jetzt laut.
Wie ersetzt man Altes durch Besseres? Indem man loslässt. Wie Shiva in der hinduistischen Tradition: Zerstörung ist kein Ende, sondern der Beginn von etwas Neuem. Was wir denken und fühlen, ziehen wir an. Gemeinsam manifestieren wir den Wandel.
2026 ist die Fußball-WM. Nutzen wir diesen Wendepunkt. Schwenke die Flagge. Trage den Aufkleber. Ruf Deutschland. Hör nicht mehr damit auf – als wäre jeden Tag WM.
Wir lieben unser Land – und wir lassen uns nicht länger den Mund verbieten. Wer glaubt, nur Rechtsextreme wählen die AfD, der irrt. Das hat jetzt aufzuhören.
Egal woher du stammst: Wenn du Deutschland liebst, gehörst du dazu. Stehe ab heute zu dieser Kultur. Wir haben das Recht, stolz auf unser Land zu sein – ohne uns dafür jemals wieder erklären zu müssen.
Phönix Deutschland – unsere Wiedergeburt. 🔥🇩🇪",27,0.042,0.9,POSITIV,NEUTRAL
2026-05-25,@haraldploessl4620,AfD unsere einzige Alternative,26,0,0.8,POSITIV,NEUTRAL
2026-05-25,@bane5847,Was für ein geniales Interview,26,0,0.8,POSITIV,NEUTRAL
2026-05-25,@CarmenCoupe,"Sehr gutes Interview! Wie steht es eigentlich mit der Verantwortung der vielen Migranten für die eigene Heimat, aus der sie kommen? Gegen das, was in ihrer Heimat falsch läuft zu kämpfen? Sich dort einzubringen, die eigene Heimat aus der geflüchtet, zu verteidigen? … was wir sehen ist: die Mehrheit möchte das, wovor sie „geflohen“ sind, hier installieren!!!!",25,0.167,0.5,POSITIV,POSITIV
2026-05-25,@OukavonBlacky,Sehr gutes Interview.,24,1,0.8,POSITIV,POSITIV
2026-05-25,@CelineK97,Danke für dieses Gespräch,24,0,0,NEUTRAL,NEUTRAL
2026-05-25,@creed-td5om,Danke Ben das du Herrn Höcke eingeladen hast 👍 ach und ein Gruß an die Esken.. weiter so mit der Werbung 😂 endlich mal ein ruhiges Gespräch ohne die linken Schreihälse,23,0.233,0.9,POSITIV,POSITIV
2026-05-25,@ve.ra111,Wow danke ❤ dieser Mann ist einfach der Hammer. Tolles Interview zwischen zwei tollen Männern.,22,0.925,0.9,POSITIV,POSITIV
2026-05-25,@Maik1992Nds,"AfD 💙💙💙💙Höcke ist der wahre Kanzler der
Herzen 💙💙💙💙💙",22,1,1,POSITIV,POSITIV
2026-05-25,@michaelkleinbongartz1531,Vielen Dank für diesen Beitrag! Nie hatte ich die Gelegenheit Herrn Höcke mal zuhören zu können weil er stets vorgeführt werden sollte. Nun weiß ich warum er als Gefahr gesehen wird. Er ist eine Gefahr für die politische Kaste der Loser!,22,0,0.6,POSITIV,NEUTRAL
2026-05-25,@RomanKanista-x6s,Bravo!!!Danke Björn,21,0,0.8,POSITIV,NEUTRAL
2026-05-25,@MichaelRoder-n7g,"Sehr gutes Gespräch, danke dafür",21,0,0.8,POSITIV,NEUTRAL
2026-05-25,@meinungsfreiheit2026,"Nochmal: Egal ob jemand ""Höcke"" oder ""Schmidt"" heißt, wer sich als Politiker/Partei für das Wohl seines Landes einsetzt, gehört weder ausgegrenzt, noch verfolgt!!!‼️",21,-0.5,0,NEUTRAL,NEGATIV
2026-05-25,@frankrichter915,"Weshalb muss ich als autochthoner Bürger in meinem Land eine Zuwanderung z.T. illegal akzeptieren?
Ich stelle seit vielen Jahren eine negative Veränderung durch die Zuwanderung fest. 
Niemand hat mich jemals gefragt ob ich so eine Zuwanderung möchte, ich soll aber dafür zahlen.
Unsere Traditionen, Werte und Gebräuche werden mit Füßen getreten und einer Steinzeitreligion die Frauen als Menschen zweiter Klasse ansieht, wird der rote Teppich ausgerollt. Nein Danke.
Zudem gibt es kein Recht in großer Zahl in einem anderen Land sich aushalten zu lassen.",19,0.373,-0.9,NEGATIV,POSITIV
2026-05-25,@FunnB,Endlich geschaut. Und als Nichtwähler sage ich - großartig!,19,0.5,0.8,POSITIV,POSITIV
2026-05-25,@Manfred-v4d,Weiter so. LG,19,0,0,NEUTRAL,NEUTRAL
2026-05-25,@marceldehn3398,"Krass 5,7 Millionen Aufrufe! Der ÖRR hat offiziell fertig.",18,-0.15,0.7,POSITIV,NEGATIV
2026-05-26,@Silberstreif-o6s5b,"5,7 Millionen Aufrufe - großartig!",88,1,0.8,POSITIV,POSITIV
2026-05-26,@lothardietzel8182,"Ein sehr beeindruckendes und sachliches Gespräch, diese 4 Stunden und 36 Minuten haben unglaublich viel Einblick gegeben und ich wünsche mir eine schnellstmögliche Beendigung der Brandmauer um noch zu retten was zu retten geht. Grüße aus Leipzig von Lothar",66,0.25,0.8,POSITIV,POSITIV
2026-05-26,@DietmarKuntz-bj8se,"5,7 Millionen Aufrufe sind erreicht. Ob es 6 Millionen werden. Grüsse gehen raus an ALLE Patrioten ❤😂🎉",66,0,0.8,POSITIV,NEUTRAL
2026-05-26,@thomasbeuster6934,Danke!,47,0,0,NEUTRAL,NEUTRAL
2026-05-26,@hellerklärtauf,"So eine hervorragende sachliche journalistische Arbeit wünsche ich mir auch von allen anderen Journalisten und Medien!
Danke Ben, ein wahrer Demokrat sind Sie!",46,1,0.9,POSITIV,POSITIV
2026-05-26,@Deschel88,"Es ist immer so angenehm das anzuschauen, vor allem weil einfach den anderen ausreden lässt.",44,0.85,0.8,POSITIV,POSITIV
2026-05-26,@nicolashorn8051,"Hey Ben , ich bin durch das Frei.Wild Konzert in Köln auf dich aufmerksam geworden und bin geflasht . Von deiner gelebten Offenheit und Interesse zu allen Seiten . 
Hoffe dass du weiter so erfolgreich damit bleibst und weiter wächst",43,0.617,0.8,POSITIV,POSITIV
2026-05-26,@Sven-v7q,Gutes Interview 👍🏻,42,1,0.8,POSITIV,POSITIV
2026-05-26,@AlwinAnders,"Das Leben der Anderen bei YouTube. Sehr empfehlenswert. Danke, Herr Höcke.",38,0.333,0.8,POSITIV,POSITIV
2026-05-26,@raphaelaquarenti5006,Hammer Video! sehr berührend und einfach mal echt! Danke für das Video.  :D  Ich hoffe das sehen viele Menschen!,33,0.3,0.9,POSITIV,POSITIV
2026-05-26,@matzek.9119,Ich suche noch immer die gesichert rechtsextremen Ansichten von Herrn Höcke? Ich konnte in diesem Interview nur grundvernünftige Punkte hören.,32,-0.5,0.5,POSITIV,NEGATIV
2026-05-26,@t.h.w.4ever728,Danke!,31,0,0,NEUTRAL,NEUTRAL
2026-05-26,@MuggelFuggel1708,"Ich schaue das Interview nun zum 3. mal an, lese die Kommentare und bin beeindruckt, wie schnell Reaktionen auf verschiedene Meinungen kommen aber alles in einem angemessenen Ton.

Beinahe als würde die Ruhe dieser Unterhaltung abfärben und tatsächlich Platz schaffen für einen Raum, in dem man sich unterhalten kann.

In punkto Internet- Geschichte ein Meilenstein der Gesprächsführung.",31,0.411,0.8,POSITIV,POSITIV
2026-05-26,@grubchenmu9956,Schöne Eröffnungsrede von Ben,29,1,0.8,POSITIV,POSITIV
2026-05-26,@parfumelise6217,Ich bin wieder hier und danke Herrn Höcke.,29,0,0.8,POSITIV,NEUTRAL
2026-05-26,@trjzz9715,Unfassbar starkes Gespräch. Danke dafür <3,27,0.35,1,POSITIV,POSITIV
2026-05-26,@jo-k4277,Danke,26,0,0,NEUTRAL,NEUTRAL
2026-05-26,@paybrodersen488,"Vielen Dank für dieses angenehme Gespräch, wo ein Herr Höcke endlich mal ausreden durfte!",25,0.5,0.8,POSITIV,POSITIV
2026-05-26,@SteveMillaa,"O ha, 6 Millionen zu knacken, das wär schon DEUTLICH MEHR als bemerkenswert. 
Nur noch AfD❗️
RESPEKT + RESIST + FREEDOM❤",23,0.25,0.8,POSITIV,POSITIV
2026-05-26,@thomasscharer9312,"Vieles was Herr Höcke zum Thema Einbürgerung sagt, ist in der Schweiz so oder in ähnlicher Form seit Jahrzehnten ganz normale Praxis.",23,0.7,0,NEUTRAL,POSITIV
2026-05-26,@synchron9019,"Als Lehrer an einer Brennpunktschule möchte ich generell einmal etwas sagen:
Mittlerweile bin ich es leid, dass Menschen mit Migrationshintergrund keinen Respekt haben. Unsere Schulsekretärin wurde bedroht.
Ständig gibt es Provokationen bei mir und anderen Lehrkräften im Unterricht.
Es gibt keine Sanktionen, bzw. sie sind in der Schulpolitik nicht erwünscht. Abschlüsse (Fachabi) werden an Leute verschenkt, die weder Deutsch noch Mathematik, noch sonst etwas können.
Und jetzt kommt der Hammer: Wir werden von den Schülern noch dafür verspottet, dass sie diese Abschlüsse bekommen, obwohl sie kaum den Unterricht besucht haben.
Ich bin es leid, dass die Probleme mit den Migranten so extrem geleugnet werden.
Erst heute Abend war ich mit meiner Frau spazieren und wir wurden von jugendlichen Migranten körperlich angegangen, die uns entgegenkamen.
Ich weiß nicht, wem es noch so geht, aber mir reicht es. Ich habe mich für Schüler eingesetzt, versucht, alle zu integrieren und ihnen etwas beizubringen. Aber es gibt in meinen Klassen keine Deutschen mehr, es gibt Sprachprobleme, immer mehr Schülerinnen tragen ein Kopftuch, Schüler tragen religiöse Bärte und unsere Kultur wird offen verachtet.
Mir reicht es!",22,0.072,-1,NEGATIV,NEUTRAL
